"";"zoning";"coded_systemload";"loadunitcap";"throughput";"prediction";"low.bootstrap";"up.bootstrap";"low.analytical";"up.analytical"
1335;"FIFO";-0.444444444444444;2.75;6654.14338182655;6654.14338182655;6520;6793;6614.38821636582;6680.98228151619
1408;"FIFO";-0.444444444444444;2.84722222222222;6657.05403109721;6657.05403109721;6520;6797;6620.69204114533;6686.96714935731
1481;"FIFO";-0.444444444444444;2.94444444444444;6659.84243852163;6659.84243852163;6521;6799;6626.82894950192;6692.85592754134
1554;"FIFO";-0.444444444444444;3.04166666666667;6662.50844944831;6662.50844944831;6527;6800;6632.80272728606;6698.64409691434
1627;"FIFO";-0.444444444444444;3.13888888888889;6665.05191597362;6665.05191597362;6525;6807;6638.61706294602;6704.32725137431
1700;"FIFO";-0.444444444444444;3.23611111111111;6667.47269695551;6667.47269695551;6528;6807;6644.2755057392;6709.90113973255
1773;"FIFO";-0.444444444444444;3.33333333333333;6669.77065802657;6669.77065802657;6531;6808;6649.7814300943;6715.36170142331
1846;"FIFO";-0.444444444444444;3.43055555555556;6671.94567160647;6671.94567160647;6536;6809;6655.13800611834;6720.70509606628
1919;"FIFO";-0.444444444444444;3.52777777777778;6673.99761691366;6673.99761691366;6536;6815;6660.34817594415;6725.92772718761
1992;"FIFO";-0.444444444444444;3.625;6675.92637997671;6675.92637997671;6535;6811;6665.41463539433;6731.0262606224
2065;"FIFO";-0.444444444444444;3.72222222222222;6677.73185364475;6677.73185364475;6538;6817;6670.3398202989;6735.99763826244
2138;"FIFO";-0.444444444444444;3.81944444444444;6679.41393759745;6679.41393759745;6545;6821;6675.12589673173;6740.83908788295
2211;"FIFO";-0.444444444444444;3.91666666666667;6680.97253835424;6680.97253835424;6541;6821;6679.77475441686;6745.54812979846
2284;"FIFO";-0.444444444444444;4.01388888888889;6682.40756928302;6682.40756928302;6541;6825;6684.28800258244;6750.12258106881
2357;"FIFO";-0.444444444444444;4.11111111111111;6683.71895060822;6683.71895060822;6545;6824;6688.66696759797;6754.56055792078
2430;"FIFO";-0.444444444444444;4.20833333333333;6684.9066094181;6684.9066094181;6545;6822;6692.91269180607;6758.86047697311
2503;"FIFO";-0.444444444444444;4.30555555555556;6685.97047967156;6685.97047967156;6548;6827;6697.02593304777;6763.02105576664
2576;"FIFO";-0.444444444444444;4.40277777777778;6686.9105022043;6686.9105022043;6546;6825;6701.00716447153;6767.041313009
2649;"FIFO";-0.444444444444444;4.5;6687.7266247342;6687.7266247342;6547;6828;6704.85657430938;6770.92056885042
2722;"FIFO";-0.444444444444444;4.59722222222222;6688.41880186628;6688.41880186628;6552;6831;6708.57406539579;6774.6584454152
2795;"FIFO";-0.444444444444444;4.69444444444445;6688.98699509676;6688.98699509676;6550;6829;6712.15925429564;6778.25486772236
2868;"FIFO";-0.444444444444444;4.79166666666667;6689.43117281684;6689.43117281684;6551;6831;6715.61146999797;6781.71006503909
2941;"FIFO";-0.444444444444444;4.88888888888889;6689.75131031545;6689.75131031545;6552;6827;6718.92975222202;6785.0245726196
3014;"FIFO";-0.444444444444444;4.98611111111111;6689.94738978159;6689.94738978159;6551;6832;6722.1128494753;6788.19923369115
3087;"FIFO";-0.444444444444444;5.08333333333333;6690.01940030607;6690.01940030607;6552;6831;6725.15921709643;6791.23520145252
3160;"FIFO";-0.444444444444444;5.18055555555556;6689.96733788237;6689.96733788237;6550;6828;6728.06701561535;6794.13394075448
3233;"FIFO";-0.444444444444444;5.27777777777778;6689.7912054071;6689.7912054071;6552;6828;6730.83410986188;6796.89722902936
3306;"FIFO";-0.444444444444444;5.375;6689.49101267979;6689.49101267979;6553;6830;6733.45806935625;6799.52715593739
3379;"FIFO";-0.444444444444444;5.47222222222222;6689.06677640182;6689.06677640182;6550;6826;6735.93617061147;6802.02612109931
3452;"FIFO";-0.444444444444444;5.56944444444445;6688.51852017503;6688.51852017503;6550;6828;6738.26540206521;6804.39682919777
3525;"FIFO";-0.444444444444444;5.66666666666667;6687.84627449944;6687.84627449944;6550;6826;6740.4424724266;6806.64228166201
3598;"FIFO";-0.444444444444444;5.76388888888889;6687.05007677043;6687.05007677043;6546;6826;6742.46382326037;6808.76576411367
3671;"FIFO";-0.444444444444444;5.86111111111111;6686.12997127532;6686.12997127532;6549;6826;6744.32564662141;6810.77082876002
3744;"FIFO";-0.444444444444444;5.95833333333333;6685.08600918922;6685.08600918922;6549;6826;6746.02390848385;6812.66127099145
3817;"FIFO";-0.444444444444444;6.05555555555556;6683.91824857033;6683.91824857033;6543;6822;6747.55437856217;6814.44109958467
3890;"FIFO";-0.444444444444444;6.15277777777778;6682.62675435447;6682.62675435447;6545;6823;6748.91266689018;6816.11450014677
3963;"FIFO";-0.444444444444444;6.25;6681.21159834916;6681.21159834916;6543;6819;6750.09426719868;6817.68579175828
4036;"FIFO";-0.444444444444444;6.34722222222222;6679.67285922696;6679.67285922696;6540;6819;6751.09460672455;6819.15937718367
4109;"FIFO";-0.444444444444444;6.44444444444445;6678.01062251805;6678.01062251805;6539;6820;6751.90910160884;6820.53968749047
4182;"FIFO";-0.444444444444444;6.54166666666667;6676.22498060252;6676.22498060252;6533;6817;6752.53321653962;6821.83112242236
4255;"FIFO";-0.444444444444444;6.63888888888889;6674.31603270162;6674.31603270162;6532;6814;6752.96252681129;6823.03798835367
4328;"FIFO";-0.444444444444444;6.73611111111111;6672.28388486867;6672.28388486867;6533;6812;6753.19278057029;6824.1644360559
4401;"FIFO";-0.444444444444444;6.83333333333333;6670.12864997924;6670.12864997924;6528;6811;6753.21995875318;6825.21440077019
4474;"FIFO";-0.444444444444444;6.93055555555556;6667.85044772064;6667.85044772064;6527;6809;6753.04033015078;6826.19154715142
4547;"FIFO";-0.444444444444444;7.02777777777778;6665.4494045809;6665.4494045809;6525;6803;6752.65049918097;6827.09922150285
4620;"FIFO";-0.444444444444444;7.125;6662.92565383705;6662.92565383705;6521;6805;6752.04744432044;6827.94041334882
4693;"FIFO";-0.444444444444444;7.22222222222222;6660.27933554281;6660.27933554281;6518;6803;6751.22854570779;6828.71772783548
4766;"FIFO";-0.444444444444444;7.31944444444445;6657.51059651557;6657.51059651557;6518;6798;6750.19160111756;6829.43336975787
4839;"FIFO";-0.444444444444444;7.41666666666667;6654.61959032287;6654.61959032287;6513;6798;6748.93483024731;6830.08913927284
4912;"FIFO";-0.444444444444444;7.51388888888889;6651.60647726825;6651.60647726825;6509;6798;6747.45686796607;6830.68643864841
4985;"FIFO";-0.444444444444444;7.61111111111111;6648.4714243763;6648.4714243763;6506;6790;6745.75674777359;6831.22628880083
5058;"FIFO";-0.444444444444444;7.70833333333333;6645.21460537733;6645.21460537733;6501;6788;6743.83387715886;6831.70935393024
5131;"FIFO";-0.444444444444444;7.80555555555556;6641.83620069134;6641.83620069134;6495;6784;6741.68800680082;6832.13597231283
5204;"FIFO";-0.444444444444444;7.90277777777778;6638.33639741127;6638.33639741127;6491;6784;6739.31919562237;6832.50619123745
5277;"FIFO";-0.444444444444444;8;6634.71538928585;6634.71538928585;6491;6779;6736.72777361899;6832.81980416624
22;"FIFO";-0.416666666666667;1;6586.62637031516;6586.62637031516;6445;6728;6471.32111432168;6563.52849637167
95;"FIFO";-0.416666666666667;1.09722222222222;6591.72011507703;6591.72011507703;6453;6734;6481.10360260208;6570.65690226346
168;"FIFO";-0.416666666666667;1.19444444444444;6596.69545518798;6596.69545518798;6454;6739;6490.6857526434;6577.73839716857
241;"FIFO";-0.416666666666667;1.29166666666667;6601.55211666396;6601.55211666396;6461;6742;6500.06662481936;6584.77291812828
314;"FIFO";-0.416666666666667;1.38888888888889;6606.28983192203;6606.28983192203;6466;6745;6509.24554615183;6591.76014961601
387;"FIFO";-0.416666666666667;1.48611111111111;6610.90833980506;6610.90833980506;6470;6750;6518.22214648928;6598.69948745838
460;"FIFO";-0.416666666666667;1.58333333333333;6615.40738560563;6615.40738560563;6475;6754;6526.99639230138;6605.59000513816
533;"FIFO";-0.416666666666667;1.68055555555556;6619.78672108957;6619.78672108957;6481;6759;6535.56861623401;6612.43042433604
606;"FIFO";-0.416666666666667;1.77777777777778;6624.04610451865;6624.04610451865;6486;6762;6543.93954050652;6619.21909162813
679;"FIFO";-0.416666666666667;1.875;6628.1853006729;6628.1853006729;6492;6764;6552.11029232947;6625.9539631624
752;"FIFO";-0.416666666666667;1.97222222222222;6632.20408087222;6632.20408087222;6493;6771;6560.08240978936;6632.63259886592
825;"FIFO";-0.416666666666667;2.06944444444444;6636.10222299747;6636.10222299747;6495;6775;6567.85783709031;6639.25216729441
898;"FIFO";-0.416666666666667;2.16666666666667;6639.87951151089;6639.87951151089;6503;6777;6575.43890862615;6645.80946164957
971;"FIFO";-0.416666666666667;2.26388888888889;6643.53573747605;6643.53573747605;6508;6783;6582.82832203124;6652.30092681628
1044;"FIFO";-0.416666666666667;2.36111111111111;6647.07069857693;6647.07069857693;6511;6785;6590.02910105029;6658.72269657965
1117;"FIFO";-0.416666666666667;2.45833333333333;6650.48419913678;6650.48419913678;6512;6786;6597.04454969901;6665.07063954942
1190;"FIFO";-0.416666666666667;2.55555555555556;6653.77605013609;6653.77605013609;6516;6792;6603.8781996888;6671.34041181903
1263;"FIFO";-0.416666666666667;2.65277777777778;6656.94606923;6656.94606923;6520;6795;6610.53375340698;6677.52751406776
1336;"FIFO";-0.416666666666667;2.75;6659.99408076515;6659.99408076515;6524;6801;6617.015024855;6683.62735070311
1409;"FIFO";-0.416666666666667;2.84722222222222;6662.91991579598;6662.91991579598;6523;6804;6623.32588085725;6689.63528873142
1482;"FIFO";-0.416666666666667;2.94444444444444;6665.7234121002;6665.7234121002;6526;6803;6629.47018459103;6695.54671430558
1555;"FIFO";-0.416666666666667;3.04166666666667;6668.40441419393;6668.40441419393;6532;6806;6635.4517431048;6701.35708528306
1628;"FIFO";-0.416666666666667;3.13888888888889;6670.96277334592;6670.96277334592;6534;6811;6641.27426004021;6707.06197857853
1701;"FIFO";-0.416666666666667;3.23611111111111;6673.39834759142;6673.39834759142;6536;6813;6646.94129430938;6712.65713155969
1774;"FIFO";-0.416666666666667;3.33333333333333;6675.71100174528;6675.71100174528;6537;6814;6652.45622504455;6718.1384771694
1847;"FIFO";-0.416666666666667;3.43055555555556;6677.90060741444;6677.90060741444;6539;6814;6657.82222276458;6723.502172829
1920;"FIFO";-0.416666666666667;3.52777777777778;6679.96704300975;6679.96704300975;6544;6819;6663.04222640989;6728.74462347194
1993;"FIFO";-0.416666666666667;3.625;6681.91019375735;6681.91019375735;6540;6822;6668.11892568628;6733.8624992667
2066;"FIFO";-0.416666666666667;3.72222222222222;6683.72995170922;6683.72995170922;6546;6822;6673.05474802786;6738.85274871943
2139;"FIFO";-0.416666666666667;3.81944444444444;6685.4262157532;6685.4262157532;6547;6824;6677.85184942549;6743.71260790875
2212;"FIFO";-0.416666666666667;3.91666666666667;6686.99889162229;6686.99889162229;6547;6826;6682.5121083608;6748.43960661423
2285;"FIFO";-0.416666666666667;4.01388888888889;6688.44789190345;6688.44789190345;6546;6826;6687.03712211768;6753.03157206489
2358;"FIFO";-0.416666666666667;4.11111111111111;6689.77313604573;6689.77313604573;6550;6831;6691.42820480628;6757.48663097436
2431;"FIFO";-0.416666666666667;4.20833333333333;6690.9745503676;6690.9745503676;6553;6826;6695.68638651274;6761.80321044813
2504;"FIFO";-0.416666666666667;4.30555555555556;6692.05206806389;6692.05206806389;6556;6830;6699.81241307748;6765.98003826081
2577;"FIFO";-0.416666666666667;4.40277777777778;6693.00562921199;6693.00562921199;6555;6831;6703.80674609753;6770.01614290761
2650;"FIFO";-0.416666666666667;4.5;6693.83518077729;6693.83518077729;6553;6831;6707.66956284132;6773.91085374183
2723;"FIFO";-0.416666666666667;4.59722222222222;6694.54067661825;6694.54067661825;6556;6832;6711.40075585646;6777.66380141756
2796;"FIFO";-0.416666666666667;4.69444444444445;6695.12207749049;6695.12207749049;6555;6833;6714.99993214096;6781.2749187672
2869;"FIFO";-0.416666666666667;4.79166666666667;6695.57935105064;6695.57935105064;6556;6834;6718.46641183798;6784.74444215414
2942;"FIFO";-0.416666666666667;4.88888888888889;6695.91247185919;6695.91247185919;6560;6836;6721.79922650299;6788.07291325061
3015;"FIFO";-0.416666666666667;4.98611111111111;6696.12142138289;6696.12142138289;6557;6835;6724.99711708442;6791.26118110136
3088;"FIFO";-0.416666666666667;5.08333333333333;6696.20618799649;6696.20618799649;6557;6833;6728.05853185126;6794.31040423761
3161;"FIFO";-0.416666666666667;5.18055555555556;6696.16676698376;6696.16676698376;6556;6838;6730.98162460005;6797.22205251079
3234;"FIFO";-0.416666666666667;5.27777777777778;6696.00316053799;6696.00316053799;6556;6835;6733.76425357231;6799.9979082134
3307;"FIFO";-0.416666666666667;5.375;6695.71537776181;6695.71537776181;6559;6837;6736.40398161616;6802.64006595462
3380;"FIFO";-0.416666666666667;5.47222222222222;6695.30343466621;6695.30343466621;6553;6835;6738.89807822239;6805.1509306592
3453;"FIFO";-0.416666666666667;5.56944444444445;6694.76735416922;6694.76735416922;6556;6833;6741.24352415564;6807.53321296987
3526;"FIFO";-0.416666666666667;5.66666666666667;6694.10716609366;6694.10716609366;6553;6834;6743.43701947018;6809.78992126316
3599;"FIFO";-0.416666666666667;5.76388888888889;6693.32290716445;6693.32290716445;6555;6831;6745.47499574054;6811.92434944882
3672;"FIFO";-0.416666666666667;5.86111111111111;6692.41462100516;6692.41462100516;6551;6830;6747.35363333161;6813.94005972787
3745;"FIFO";-0.416666666666667;5.95833333333333;6691.382358134;6691.382358134;6552;6830;6749.06888446768;6815.8408595501
3818;"FIFO";-0.416666666666667;6.05555555555556;6690.22617595913;6690.22617595913;6549;6832;6750.61650271843;6817.63077215279
3891;"FIFO";-0.416666666666667;6.15277777777778;6688.94613877333;6688.94613877333;6549;6825;6751.99207929146;6819.3140002911
3964;"FIFO";-0.416666666666667;6.25;6687.54231774801;6687.54231774801;6547;6827;6753.19108619975;6820.89488309176
4037;"FIFO";-0.416666666666667;6.34722222222222;6686.01479092669;6686.01479092669;6550;6830;6754.20892596417;6822.37784637023
4110;"FIFO";-0.416666666666667;6.44444444444445;6684.36364321768;6684.36364321768;6544;6826;6755.04098703483;6823.76734722671
4183;"FIFO";-0.416666666666667;6.54166666666667;6682.58896638634;6682.58896638634;6543;6825;6755.68270360724;6825.06781424609
4256;"FIFO";-0.416666666666667;6.63888888888889;6680.6908590464;6680.6908590464;6540;6823;6756.12961801659;6826.28358511768
4329;"FIFO";-0.416666666666667;6.73611111111111;6678.66942665099;6678.66942665099;6538;6817;6756.37744347871;6827.41884390663
4402;"FIFO";-0.416666666666667;6.83333333333333;6676.5247814828;6676.5247814828;6535;6816;6756.42212466879;6828.47756048594
4475;"FIFO";-0.416666666666667;6.93055555555556;6674.25704264371;6674.25704264371;6536;6816;6756.25989354133;6829.46343472499
4548;"FIFO";-0.416666666666667;7.02777777777778;6671.86633604371;6671.86633604371;6531;6811;6755.88731793118;6830.37984789587
4621;"FIFO";-0.416666666666667;7.125;6669.35279438934;6669.35279438934;6527;6806;6755.30134083488;6831.22982339694
4694;"FIFO";-0.416666666666667;7.22222222222222;6666.71655717135;6666.71655717135;6525;6810;6754.4993088294;6832.01599833794
4767;"FIFO";-0.416666666666667;7.31944444444445;6663.95777065183;6663.95777065183;6519;6805;6753.47898877642;6832.74060683698
4840;"FIFO";-0.416666666666667;7.41666666666667;6661.07658785062;6661.07658785062;6518;6803;6752.23857271103;6833.40547513208
4913;"FIFO";-0.416666666666667;7.51388888888889;6658.07316853129;6658.07316853129;6515;6801;6750.77667153296;6834.01202788776
4986;"FIFO";-0.416666666666667;7.61111111111111;6654.94767918622;6654.94767918622;6510;6799;6749.09229873533;6834.56130446295
5059;"FIFO";-0.416666666666667;7.70833333333333;6651.70029302136;6651.70029302136;6510;6799;6747.18484585968;6835.0539834502
5132;"FIFO";-0.416666666666667;7.80555555555556;6648.33118994013;6648.33118994013;6504;6792;6745.05405163433;6835.49041353041
5205;"FIFO";-0.416666666666667;7.90277777777778;6644.84055652687;6644.84055652687;6497;6790;6742.69996683104;6835.87064860683
5278;"FIFO";-0.416666666666667;8;6641.22858602961;6641.22858602961;6494;6783;6740.12291679133;6836.19448526823
23;"FIFO";-0.388888888888889;1;6592.05704915679;6592.05704915679;6451;6736;6473.68336794005;6565.64818908481
96;"FIFO";-0.388888888888889;1.09722222222222;6597.16749566423;6597.16749566423;6455;6735;6483.47376778612;6572.799240373
169;"FIFO";-0.388888888888889;1.19444444444444;6602.15945879233;6602.15945879233;6461;6744;6493.06349244068;6579.9036958375
242;"FIFO";-0.388888888888889;1.29166666666667;6607.03266365592;6607.03266365592;6467;6745;6502.45161429536;6586.96147874535
315;"FIFO";-0.388888888888889;1.38888888888889;6611.7868417742;6611.7868417742;6471;6752;6511.63747818382;6593.9722539991
388;"FIFO";-0.388888888888889;1.48611111111111;6616.42173109549;6616.42173109549;6477;6756;6520.62073786356;6600.9353917548
461;"FIFO";-0.388888888888889;1.58333333333333;6620.93707602127;6620.93707602127;6486;6763;6529.40138990284;6607.8499336328
534;"FIFO";-0.388888888888889;1.68055555555556;6625.33262742971;6625.33262742971;6484;6762;6537.9798030746;6614.71456342064
607;"FIFO";-0.388888888888889;1.77777777777778;6629.6081426985;6629.6081426985;6493;6769;6546.35674131119;6621.5275842135
680;"FIFO";-0.388888888888889;1.875;6633.76338572725;6633.76338572725;6495;6776;6554.53337838975;6628.28690382294
753;"FIFO";-0.388888888888889;1.97222222222222;6637.79812695917;6637.79812695917;6501;6776;6562.51130281184;6634.99002998952
826;"FIFO";-0.388888888888889;2.06944444444444;6641.71214340221;6641.71214340221;6504;6778;6570.29251180999;6641.63407646764
899;"FIFO";-0.388888888888889;2.16666666666667;6645.50521864964;6645.50521864964;6507;6788;6577.87939402118;6648.21578044163
972;"FIFO";-0.388888888888889;2.26388888888889;6649.17714289996;6649.17714289996;6510;6789;6585.27470106072;6654.73153104011
1045;"FIFO";-0.388888888888889;2.36111111111111;6652.7277129762;6652.7277129762;6513;6791;6592.48150893005;6661.17740801518
1118;"FIFO";-0.388888888888889;2.45833333333333;6656.15673234476;6656.15673234476;6516;6796;6599.50317082277;6667.54922902161
1191;"FIFO";-0.388888888888889;2.55555555555556;6659.46401113344;6659.46401113344;6519;6798;6606.34326338248;6673.84260344298
1264;"FIFO";-0.388888888888889;2.65277777777778;6662.64936614901;6662.64936614901;6522;6801;6613.00552876418;6680.05299041287
1337;"FIFO";-0.388888888888889;2.75;6665.71262089412;6665.71262089412;6527;6807;6619.49381493692;6686.1757585928
1410;"FIFO";-0.388888888888889;2.84722222222222;6668.65360558362;6668.65360558362;6529;6806;6625.81201654986;6692.20624538594
1483;"FIFO";-0.388888888888889;2.94444444444444;6671.47215716017;6671.47215716017;6532;6811;6631.96401839753;6698.13981354971
1556;"FIFO";-0.388888888888889;3.04166666666667;6674.16811930937;6674.16811930937;6534;6811;6637.95364311794;6703.97190357389
1629;"FIFO";-0.388888888888889;3.13888888888889;6676.74134247421;6676.74134247421;6541;6814;6643.78460429411;6709.69808065431
1702;"FIFO";-0.388888888888889;3.23611111111111;6679.19168386889;6679.19168386889;6540;6816;6649.46046565801;6715.31407556186
1775;"FIFO";-0.388888888888889;3.33333333333333;6681.51900749197;6681.51900749197;6545;6819;6654.98460666346;6720.81581914168
1848;"FIFO";-0.388888888888889;3.43055555555556;6683.72318413906;6683.72318413906;6546;6825;6660.36019432501;6726.19947054423
1921;"FIFO";-0.388888888888889;3.52777777777778;6685.80409141465;6685.80409141465;6549;6825;6665.59016093459;6731.46143957756
1994;"FIFO";-0.388888888888889;3.625;6687.76161374352;6687.76161374352;6548;6827;6670.67718706508;6736.59840377037
2067;"FIFO";-0.388888888888889;3.72222222222222;6689.59564238142;6689.59564238142;6550;6829;6675.6236891487;6741.60732085954
2140;"FIFO";-0.388888888888889;3.81944444444444;6691.30607542519;6691.30607542519;6553;6830;6680.43181086194;6746.48543746871
2213;"FIFO";-0.388888888888889;3.91666666666667;6692.89281782204;6692.89281782204;6555;6832;6685.10341754903;6751.23029474719
2286;"FIFO";-0.388888888888889;4.01388888888889;6694.35578137853;6694.35578137853;6557;6836;6689.64009295393;6755.83973169848
2359;"FIFO";-0.388888888888889;4.11111111111111;6695.69488476863;6695.69488476863;6555;6836;6694.04313759666;6760.31188686308
2432;"FIFO";-0.388888888888889;4.20833333333333;6696.91005354131;6696.91005354131;6558;6835;6698.31356821133;6764.64519893758
2505;"FIFO";-0.388888888888889;4.30555555555556;6698.00122012742;6698.00122012742;6561;6835;6702.45211775431;6768.83840682233
2578;"FIFO";-0.388888888888889;4.40277777777778;6698.96832384594;6698.96832384594;6561;6838;6706.45923558366;6772.89054949607
2651;"FIFO";-0.388888888888889;4.5;6699.81131090962;6699.81131090962;6561;6839;6710.33508750418;6776.80096602306
2724;"FIFO";-0.388888888888889;4.59722222222222;6700.53013442998;6700.53013442998;6559;6840;6714.07955546435;6780.56929590705
2797;"FIFO";-0.388888888888889;4.69444444444445;6701.12475442158;6701.12475442158;6560;6841;6717.69223677968;6784.19547991679
2870;"FIFO";-0.388888888888889;4.79166666666667;6701.59513780584;6701.59513780584;6563;6841;6721.17244284642;6787.67976141981
2943;"FIFO";-0.388888888888889;4.88888888888889;6701.94125841407;6701.94125841407;6565;6840;6724.51919739681;6791.02268817256
3016;"FIFO";-0.388888888888889;4.98611111111111;6702.1630969898;6702.1630969898;6566;6839;6727.73123443819;6794.22511442566
3089;"FIFO";-0.388888888888889;5.08333333333333;6702.26064119073;6702.26064119073;6565;6841;6730.80699610975;6797.28820310883
3162;"FIFO";-0.388888888888889;5.18055555555556;6702.23388558971;6702.23388558971;6564;6843;6733.74463078889;6800.21342776558
3235;"FIFO";-0.388888888888889;5.27777777777778;6702.08283167537;6702.08283167537;6562;6844;6736.54199187673;6803.00257380621
3308;"FIFO";-0.388888888888889;5.375;6701.80748785195;6701.80748785195;6564;6842;6739.19663779467;6805.65773854834
3381;"FIFO";-0.388888888888889;5.47222222222222;6701.40786943843;6701.40786943843;6563;6839;6741.70583382149;6808.18132941531
3454;"FIFO";-0.388888888888889;5.56944444444445;6700.88399866728;6700.88399866728;6559;6840;6744.06655648966;6810.57605957346
3527;"FIFO";-0.388888888888889;5.66666666666667;6700.23590468223;6700.23590468223;6559;6840;6746.27550133145;6812.84494021772
3600;"FIFO";-0.388888888888889;5.76388888888889;6699.46362353565;6699.46362353565;6562;6836;6748.32909480747;6814.99126867351
3673;"FIFO";-0.388888888888889;5.86111111111111;6698.56719818523;6698.56719818523;6562;6840;6750.22351124716;6817.01861148444
3746;"FIFO";-0.388888888888889;5.95833333333333;6697.54667848993;6697.54667848993;6555;6835;6751.95469557017;6818.93078171758
3819;"FIFO";-0.388888888888889;6.05555555555556;6696.40212120542;6696.40212120542;6559;6837;6753.51839241991;6820.73180985489
3892;"FIFO";-0.388888888888889;6.15277777777778;6695.1335899788;6695.1335899788;6555;6835;6754.91018211662;6822.42590786334
3965;"FIFO";-0.388888888888889;6.25;6693.74115534263;6693.74115534263;6554;6834;6756.12552352015;6824.01742635319
4038;"FIFO";-0.388888888888889;6.34722222222222;6692.22489470855;6692.22489470855;6552;6831;6757.1598034883;6825.51080513969
4111;"FIFO";-0.388888888888889;6.44444444444445;6690.58489235994;6690.58489235994;6551;6829;6758.00839214042;6826.910517997
4184;"FIFO";-0.388888888888889;6.54166666666667;6688.82123944422;6688.82123944422;6546;6827;6758.6667026273;6828.22101290445
4257;"FIFO";-0.388888888888889;6.63888888888889;6686.93403396437;6686.93403396437;6546;6828;6759.13025361096;6829.44664958112
4330;"FIFO";-0.388888888888889;6.73611111111111;6684.92338076987;6684.92338076987;6545;6825;6759.39473223478;6830.59163652812
4403;"FIFO";-0.388888888888889;6.83333333333333;6682.78939154694;6682.78939154694;6541;6820;6759.45605507607;6831.65997008691
4476;"FIFO";-0.388888888888889;6.93055555555556;6680.53218480829;6680.53218480829;6537;6823;6759.31042447265;6832.65537812145
4549;"FIFO";-0.388888888888889;7.02777777777778;6678.15188588205;6678.15188588205;6538;6819;6758.95437773844;6833.58127081014
4622;"FIFO";-0.388888888888889;7.125;6675.64862690023;6675.64862690023;6531;6815;6758.384827131;6834.44070068327
4695;"FIFO";-0.388888888888889;7.22222222222222;6673.02254678656;6673.02254678656;6532;6813;6757.5990889847;6835.23633349395
4768;"FIFO";-0.388888888888889;7.31944444444445;6670.27379124345;6670.27379124345;6529;6816;6756.59490111096;6835.97043081921
4841;"FIFO";-0.388888888888889;7.41666666666667;6667.40251273872;6667.40251273872;6525;6813;6755.37042832089;6836.64484453786
4914;"FIFO";-0.388888888888889;7.51388888888889;6664.40887049141;6664.40887049141;6524;6806;6753.92425665171;6837.26102260209
4987;"FIFO";-0.388888888888889;7.61111111111111;6661.29303045703;6661.29303045703;6517;6804;6752.25537750612;6837.8200248947
5060;"FIFO";-0.388888888888889;7.70833333333333;6658.0551653123;6658.0551653123;6515;6800;6750.3631633805;6838.32254749553
5133;"FIFO";-0.388888888888889;7.80555555555556;6654.69545443922;6654.69545443922;6510;6798;6748.24733713773;6838.76895340182
5206;"FIFO";-0.388888888888889;7.90277777777778;6651.21408390836;6651.21408390836;6507;6795;6745.90793686938;6839.15930765677
5279;"FIFO";-0.388888888888889;8;6647.61124646188;6647.61124646188;6503;6791;6743.34527831667;6839.49341491835
24;"FIFO";-0.361111111111111;1;6597.35631055399;6597.35631055399;6454;6737;6475.89795599025;6567.675179248
97;"FIFO";-0.361111111111111;1.09722222222222;6602.48337729974;6602.48337729974;6464;6747;6485.69620690963;6574.84864072469
170;"FIFO";-0.361111111111111;1.19444444444444;6607.49188437806;6607.49188437806;6469;6748;6495.29347605078;6581.97579586959
243;"FIFO";-0.361111111111111;1.29166666666667;6612.38155600711;6612.38155600711;6473;6752;6504.68884970368;6589.05655231287
316;"FIFO";-0.361111111111111;1.38888888888889;6617.1521228126;6617.1521228126;6477;6759;6513.88169212095;6596.09055379676
389;"FIFO";-0.361111111111111;1.48611111111111;6621.80332185251;6621.80332185251;6483;6762;6522.87168219889;6603.07714359432
462;"FIFO";-0.361111111111111;1.58333333333333;6626.33489664127;6626.33489664127;6487;6763;6531.65884735027;6610.01533073459
535;"FIFO";-0.361111111111111;1.68055555555556;6630.74659717332;6630.74659717332;6490;6772;6540.24359263472;6616.90376096928
608;"FIFO";-0.361111111111111;1.77777777777778;6635.03817994612;6635.03817994612;6500;6772;6548.62672318044;6623.74069444618
681;"FIFO";-0.361111111111111;1.875;6639.20940798248;6639.20940798248;6502;6779;6556.80945806761;6630.52399192029
754;"FIFO";-0.361111111111111;1.97222222222222;6643.26005085245;6643.26005085245;6504;6778;6564.79343416138;6637.25111101308
827;"FIFO";-0.361111111111111;2.06944444444444;6647.18988469448;6647.18988469448;6506;6786;6572.58069887623;6643.91911353977
900;"FIFO";-0.361111111111111;2.16666666666667;6650.99869223609;6650.99869223609;6513;6790;6580.17369148183;6650.52468429311
973;"FIFO";-0.361111111111111;2.26388888888889;6654.68626281385;6654.68626281385;6515;6792;6587.57521326854;6657.06416096649
1046;"FIFO";-0.361111111111111;2.36111111111111;6658.25239239278;6658.25239239278;6523;6798;6594.78838759605;6663.53357419227
1119;"FIFO";-0.361111111111111;2.45833333333333;6661.69688358521;6661.69688358521;6526;6796;6601.81661147478;6669.92869604583
1192;"FIFO";-0.361111111111111;2.55555555555556;6665.01954566903;6665.01954566903;6527;6801;6608.66350080451;6676.24509489117
1265;"FIFO";-0.361111111111111;2.65277777777778;6668.22019460514;6668.22019460514;6530;6810;6615.33283167136;6682.47819416651
1338;"FIFO";-0.361111111111111;2.75;6671.2986530546;6671.2986530546;6537;6813;6621.82848016606;6688.62333264706
