"";"zoning";"coded_systemload";"loadunitcap";"throughput";"prediction";"low.bootstrap";"up.bootstrap";"low.analytical";"up.analytical"
2685;"FIFO";0.555555555555555;4.5;6822.0803010384;6822.0803010384;6681;6961;6721.64609641502;6805.65088468273
2758;"FIFO";0.555555555555555;4.59722222222222;6823.25186231113;6823.25186231113;6683;6965;6725.52343181102;6810.18081837575
2831;"FIFO";0.555555555555555;4.69444444444445;6824.29705974276;6824.29705974276;6682;6966;6729.25273549934;6814.58502741812
2904;"FIFO";0.555555555555555;4.79166666666667;6825.2158352055;6825.2158352055;6683;6967;6732.83338444509;6818.86363517783
2977;"FIFO";0.555555555555555;4.88888888888889;6826.00813759742;6826.00813759742;6681;6970;6736.26455769659;6823.01697959678
3050;"FIFO";0.555555555555555;4.98611111111111;6826.67392284734;6826.67392284734;6684;6967;6739.5452452544;6827.04560437153
3123;"FIFO";0.555555555555555;5.08333333333333;6827.21315391888;6827.21315391888;6685;6970;6742.67425756954;6830.95024950246
3196;"FIFO";0.555555555555555;5.18055555555556;6827.62580081379;6827.62580081379;6687;6970;6745.65023569726;6834.73184118648
3269;"FIFO";0.555555555555555;5.27777777777778;6827.91184057487;6827.91184057487;6684;6969;6748.4716621409;6838.39148101726
3342;"FIFO";0.555555555555555;5.375;6828.07125728806;6828.07125728806;6686;6971;6751.13687242414;6841.93043445581
3415;"FIFO";0.555555555555555;5.47222222222222;6828.10404208384;6828.10404208384;6685;6971;6753.64406742394;6845.35011853829
3488;"FIFO";0.555555555555555;5.56944444444445;6828.01019313817;6828.01019313817;6683;6968;6755.9913264856;6848.65208880046
3561;"FIFO";0.555555555555555;5.66666666666667;6827.78971567257;6827.78971567257;6686;6972;6758.17662132238;6851.83802541528
3634;"FIFO";0.555555555555555;5.76388888888889;6827.44262195362;6827.44262195362;6684;6971;6760.19783067972;6854.90971856458
3707;"FIFO";0.555555555555555;5.86111111111111;6826.96893129195;6826.96893129195;6683;6970;6762.05275571521;6857.86905309303
3780;"FIFO";0.555555555555555;5.95833333333333;6826.36867004033;6826.36867004033;6684;6970;6763.73913601485;6860.71799252424
3853;"FIFO";0.555555555555555;6.05555555555556;6825.64187159125;6825.64187159125;6682;6970;6765.25466613297;6863.45856255119
3926;"FIFO";0.555555555555555;6.15277777777778;6824.78857637386;6824.78857637386;6677;6969;6766.59701251101;6866.09283414644
3999;"FIFO";0.555555555555555;6.25;6823.80883185018;6823.80883185018;6679;6970;6767.76383059911;6868.62290646732
4072;"FIFO";0.555555555555555;6.34722222222222;6822.70269251074;6822.70269251074;6679;6966;6768.75278197852;6871.05088975889
4145;"FIFO";0.555555555555555;6.44444444444445;6821.47021986948;6821.47021986948;6678;6966;6769.56155126166;6873.3788884773
4218;"FIFO";0.555555555555555;6.54166666666667;6820.11148245813;6820.11148245813;6679;6967;6770.18786253363;6875.60898487005
4291;"FIFO";0.555555555555555;6.63888888888889;6818.62655581973;6818.62655581973;6676;6965;6770.62949509457;6877.7432232534
4364;"FIFO";0.555555555555555;6.73611111111111;6817.01552250177;6817.01552250177;6668;6964;6770.88429826725;6879.78359522308
4437;"FIFO";0.555555555555555;6.83333333333333;6815.27847204847;6815.27847204847;6666;6964;6770.95020504931;6881.73202601851
4510;"FIFO";0.555555555555555;6.93055555555556;6813.41550099244;6813.41550099244;6668;6963;6770.82524441301;6883.59036223727
4583;"FIFO";0.555555555555555;7.02777777777778;6811.42671284584;6811.42671284584;6662;6962;6770.50755208882;6885.36036106478
4656;"FIFO";0.555555555555555;7.125;6809.31221809075;6809.31221809075;6658;6957;6769.99537970628;6887.04368114411
4729;"FIFO";0.555555555555555;7.22222222222222;6807.07213416892;6807.07213416892;6661;6954;6769.28710221036;6888.64187516913
4802;"FIFO";0.555555555555555;7.31944444444445;6804.70658547091;6804.70658547091;6659;6950;6768.38122351599;6890.15638423715
4875;"FIFO";0.555555555555555;7.41666666666667;6802.2157033246;6802.2157033246;6652;6949;6767.27638040946;6891.58853395345
4948;"FIFO";0.555555555555555;7.51388888888889;6799.59962598301;6799.59962598301;6651;6955;6765.97134474787;6892.93953223555
5021;"FIFO";0.555555555555555;7.61111111111111;6796.85849861152;6796.85849861152;6646;6946;6764.46502404691;6894.21046872754
5094;"FIFO";0.555555555555555;7.70833333333333;6793.99247327447;6793.99247327447;6644;6944;6762.75646057979;6895.40231570143
5167;"FIFO";0.555555555555555;7.80555555555556;6791.00170892106;6791.00170892106;6640;6942;6760.84482913646;6896.51593029657
5240;"FIFO";0.555555555555555;7.90277777777778;6787.88637137068;6787.88637137068;6638;6941;6758.72943361005;6897.55205792962
5313;"FIFO";0.555555555555555;8;6784.6466332976;6784.6466332976;6631;6939;6756.40970258969;6898.51133669701
58;"FIFO";0.583333333333333;1;6697.49932432923;6697.49932432923;6553;6841;6470.38737145452;6573.48823711643
131;"FIFO";0.583333333333333;1.09722222222222;6703.13609666096;6703.13609666096;6561;6846;6480.58410904898;6581.10516510915
204;"FIFO";0.583333333333333;1.19444444444444;6708.6531927567;6708.6531927567;6565;6852;6490.58234211484;6588.67551336557
277;"FIFO";0.583333333333333;1.29166666666667;6714.05030939239;6714.05030939239;6572;6856;6500.38106099194;6596.19923765471
350;"FIFO";0.583333333333333;1.38888888888889;6719.32714977519;6719.32714977519;6577;6862;6509.97948331982;6603.67608025901
423;"FIFO";0.583333333333333;1.48611111111111;6724.48342357086;6724.48342357086;6582;6866;6519.37708130626;6611.10554281017
496;"FIFO";0.583333333333333;1.58333333333333;6729.51884693027;6729.51884693027;6589;6873;6528.5736067239;6618.48686139502
569;"FIFO";0.583333333333333;1.68055555555556;6734.43314251548;6734.43314251548;6597;6876;6537.56911234671;6625.81898522075
642;"FIFO";0.583333333333333;1.77777777777778;6739.22603952525;6739.22603952525;6596;6879;6546.36396853238;6633.10056013231
715;"FIFO";0.583333333333333;1.875;6743.89727371978;6743.89727371978;6601;6883;6554.95887375145;6640.32991818237
788;"FIFO";0.583333333333333;1.97222222222222;6748.44658744513;6748.44658744513;6610;6890;6563.35485806002;6647.50507425581
861;"FIFO";0.583333333333333;2.06944444444444;6752.8737296568;6752.8737296568;6611;6891;6571.55327881025;6654.62373045531
934;"FIFO";0.583333333333333;2.16666666666667;6757.17845594289;6757.17845594289;6617;6898;6579.55580826959;6661.68328857686
1007;"FIFO";0.583333333333333;2.26388888888889;6761.36052854657;6761.36052854657;6623;6900;6587.36441324559;6668.6808705781
1080;"FIFO";0.583333333333333;2.36111111111111;6765.41971638788;6765.41971638788;6624;6906;6594.98132725039;6675.61334650587
1153;"FIFO";0.583333333333333;2.45833333333333;6769.35579508515;6769.35579508515;6630;6911;6602.409016142;6682.47736894515
1226;"FIFO";0.583333333333333;2.55555555555556;6773.16854697561;6773.16854697561;6632;6914;6609.65013851231;6689.2694127202
1299;"FIFO";0.583333333333333;2.65277777777778;6776.85776113542;6776.85776113542;6637;6919;6616.70750232161;6695.98581834773
1372;"FIFO";0.583333333333333;2.75;6780.42323339913;6780.42323339913;6639;6921;6623.58401939042;6702.62283763076
1445;"FIFO";0.583333333333333;2.84722222222222;6783.86476637858;6783.86476637858;6640;6927;6630.28265935249;6709.17667979071
1518;"FIFO";0.583333333333333;2.94444444444444;6787.18216948099;6787.18216948099;6648;6927;6636.80640455425;6715.6435566508
1591;"FIFO";0.583333333333333;3.04166666666667;6790.37525892667;6790.37525892667;6649;6927;6643.15820718642;6722.01972558627
1664;"FIFO";0.583333333333333;3.13888888888889;6793.44385776587;6793.44385776587;6655;6933;6649.34094967449;6728.30152921396
1737;"FIFO";0.583333333333333;3.23611111111111;6796.3877958953;6796.3877958953;6654;6938;6655.35740907185;6734.48543107778
1810;"FIFO";0.583333333333333;3.33333333333333;6799.20691007361;6799.20691007361;6660;6938;6661.21022591687;6740.56804686893
1883;"FIFO";0.583333333333333;3.43055555555556;6801.90104393673;6801.90104393673;6665;6942;6666.90187775575;6746.54617097828
1956;"FIFO";0.583333333333333;3.52777777777778;6804.47004801204;6804.47004801204;6663;6945;6672.43465731313;6752.41679840018
2029;"FIFO";0.583333333333333;3.625;6806.91377973248;6806.91377973248;6670;6949;6677.81065511616;6758.17714218039
2102;"FIFO";0.583333333333333;3.72222222222222;6809.23210344955;6809.23210344955;6668;6950;6683.03174625337;6763.82464672858
2175;"FIFO";0.583333333333333;3.81944444444444;6811.42489044592;6811.42489044592;6672;6951;6688.0995808669;6769.35699739492
2248;"FIFO";0.583333333333333;3.91666666666667;6813.49201894733;6813.49201894733;6676;6954;6693.01557793825;6774.77212675248
2321;"FIFO";0.583333333333333;4.01388888888889;6815.43337413385;6815.43337413385;6676;6955;6697.78092191805;6780.06821803328
2394;"FIFO";0.583333333333333;4.11111111111111;6817.24884815058;6817.24884815058;6680;6960;6702.39656176934;6785.24370614953
2467;"FIFO";0.583333333333333;4.20833333333333;6818.93834011748;6818.93834011748;6676;6959;6706.86321202844;6790.29727669584
2540;"FIFO";0.583333333333333;4.30555555555556;6820.50175613892;6820.50175613892;6681;6962;6711.18135553382;6795.22786328128
2613;"FIFO";0.583333333333333;4.40277777777778;6821.93900931221;6821.93900931221;6681;6962;6715.35124752697;6800.03464348851
2686;"FIFO";0.583333333333333;4.5;6823.25001973571;6823.25001973571;6681;6963;6719.3729208822;6804.71703370158
2759;"FIFO";0.583333333333333;4.59722222222222;6824.43471451629;6824.43471451629;6684;6969;6723.24619227655;6809.27468299259
2832;"FIFO";0.583333333333333;4.69444444444445;6825.49302777592;6825.49302777592;6683;6970;6726.97066915888;6813.70746620712
2905;"FIFO";0.583333333333333;4.79166666666667;6826.42490065801;6826.42490065801;6683;6966;6730.54575742209;6818.0154763451
2978;"FIFO";0.583333333333333;4.88888888888889;6827.23028133264;6827.23028133264;6684;6967;6733.9706697193;6822.19901629573
3051;"FIFO";0.583333333333333;4.98611111111111;6827.90912500154;6827.90912500154;6686;6972;6737.24443439651;6826.25858995475
3124;"FIFO";0.583333333333333;5.08333333333333;6828.46139390212;6828.46139390212;6688;6973;6740.36590503698;6830.19489272767
3197;"FIFO";0.583333333333333;5.18055555555556;6828.88705731103;6828.88705731103;6690;6970;6743.33377063038;6834.00880140709
3270;"FIFO";0.583333333333333;5.27777777777778;6829.18609154698;6829.18609154698;6688;6972;6746.14656638815;6837.7013634017
3343;"FIFO";0.583333333333333;5.375;6829.35847997301;6829.35847997301;6689;6970;6748.80268522981;6841.27378529293
3416;"FIFO";0.583333333333333;5.47222222222222;6829.40421299792;6829.40421299792;6688;6975;6751.3003899602;6844.72742069861
3489;"FIFO";0.583333333333333;5.56944444444445;6829.32328807722;6829.32328807722;6685;6971;6753.63782614808;6848.06375743399
3562;"FIFO";0.583333333333333;5.66666666666667;6829.11570971341;6829.11570971341;6687;6973;6755.81303569948;6851.28440397575
3635;"FIFO";0.583333333333333;5.76388888888889;6828.78148945543;6828.78148945543;6685;6973;6757.82397109976;6854.39107525616
3708;"FIFO";0.583333333333333;5.86111111111111;6828.32064589776;6828.32064589776;6684;6976;6759.66851027218;6857.3855778383
3781;"FIFO";0.583333333333333;5.95833333333333;6827.73320467853;6827.73320467853;6683;6970;6761.34447197522;6860.26979455154
3854;"FIFO";0.583333333333333;6.05555555555556;6827.01919847729;6827.01919847729;6682;6971;6762.84963163086;6863.04566869366
3927;"FIFO";0.583333333333333;6.15277777777778;6826.17866701186;6826.17866701186;6681;6971;6764.18173744916;6865.71518793532
4000;"FIFO";0.583333333333333;6.25;6825.21165703474;6825.21165703474;6680;6970;6765.33852668764;6868.28036808775
4073;"FIFO";0.583333333333333;6.34722222222222;6824.1182223287;6824.1182223287;6681;6968;6766.31774186204;6870.74323691748
4146;"FIFO";0.583333333333333;6.44444444444445;6822.89842370184;6822.89842370184;6676;6967;6767.11714670759;6873.10581820867
4219;"FIFO";0.583333333333333;6.54166666666667;6821.55232898195;6821.55232898195;6674;6967;6767.73454167961;6875.37011628429
4292;"FIFO";0.583333333333333;6.63888888888889;6820.08001301021;6820.08001301021;6674;6964;6768.1677787795;6877.53810120034
4365;"FIFO";0.583333333333333;6.73611111111111;6818.48155763429;6818.48155763429;6671;6966;6768.41477549708;6879.61169482173
4438;"FIFO";0.583333333333333;6.83333333333333;6816.75705170069;6816.75705170069;6670;6964;6768.47352767454;6881.59275797496
4511;"FIFO";0.583333333333333;6.93055555555556;6814.9065910466;6814.9065910466;6668;6963;6768.34212111818;6883.48307885096
4584;"FIFO";0.583333333333333;7.02777777777778;6812.93027849094;6812.93027849094;6664;6961;6768.01874181322;6885.2843628035
4657;"FIFO";0.583333333333333;7.125;6810.82822382493;6810.82822382493;6661;6961;6767.5016846303;6886.99822365366
4730;"FIFO";0.583333333333333;7.22222222222222;6808.60054380184;6808.60054380184;6661;6955;6766.78936045087;6888.62617657397
4803;"FIFO";0.583333333333333;7.31944444444445;6806.24736212623;6806.24736212623;6656;6952;6765.88030167781;6890.16963258531
4876;"FIFO";0.583333333333333;7.41666666666667;6803.76880944248;6803.76880944248;6654;6951;6764.77316613772;6891.62989466061
4949;"FIFO";0.583333333333333;7.51388888888889;6801.16502332272;6801.16502332272;6650;6953;6763.46673941856;6893.00815539097
5022;"FIFO";0.583333333333333;7.61111111111111;6798.4361482541;6798.4361482541;6644;6952;6761.95993572126;6894.30549613665
5095;"FIFO";0.583333333333333;7.70833333333333;6795.58233562537;6795.58233562537;6639;6947;6760.25179733175;6895.5228875551
5168;"FIFO";0.583333333333333;7.80555555555556;6792.60374371303;6792.60374371303;6641;6945;6758.34149284495;6896.66119137607
5241;"FIFO";0.583333333333333;7.90277777777778;6789.50053766649;6789.50053766649;6632;6947;6756.22831428738;6897.72116327547
5314;"FIFO";0.583333333333333;8;6786.27288949302;6786.27288949302;6633;6942;6753.91167329742;6898.7034566905
59;"FIFO";0.611111111111111;1;6698.0527348983;6698.0527348983;6556;6843;6467.70364165817;6571.94807732096
132;"FIFO";0.611111111111111;1.09722222222222;6703.70267683144;6703.70267683144;6558;6848;6477.9082460186;6579.57611465593
205;"FIFO";0.611111111111111;1.19444444444444;6709.232953576;6709.232953576;6569;6850;6487.91459206429;6587.15747201647
278;"FIFO";0.611111111111111;1.29166666666667;6714.64326120076;6714.64326120076;6572;6858;6497.72167630714;6594.69209794208
351;"FIFO";0.611111111111111;1.38888888888889;6719.933302204;6719.933302204;6578;6861;6507.32871908335;6602.17973094882
424;"FIFO";0.611111111111111;1.48611111111111;6725.10278554096;6725.10278554096;6582;6867;6516.73519097129;6609.61987321569
497;"FIFO";0.611111111111111;1.58333333333333;6730.15142665035;6730.15142665035;6588;6873;6525.94083696263;6617.01176651637
570;"FIFO";0.611111111111111;1.68055555555556;6735.07894748062;6735.07894748062;6597;6875;6534.94569715052;6624.35437163252
643;"FIFO";0.611111111111111;1.77777777777778;6739.88507651537;6739.88507651537;6601;6882;6543.75012269788;6631.64635248571
716;"FIFO";0.611111111111111;1.875;6744.56954879828;6744.56954879828;6602;6886;6552.35478594023;6638.8860661335
789;"FIFO";0.611111111111111;1.97222222222222;6749.13210595756;6749.13210595756;6609;6888;6560.76068366754;6646.07155958511
862;"FIFO";0.611111111111111;2.06944444444444;6753.57249622956;6753.57249622956;6616;6895;6568.96913291252;6653.20057410917
935;"FIFO";0.611111111111111;2.16666666666667;6757.89047448205;6757.89047448205;6617;6898;6576.98175893176;6660.27055734758
1008;"FIFO";0.611111111111111;2.26388888888889;6762.08580223671;6762.08580223671;6622;6904;6584.80047547061;6667.27868314375
1081;"FIFO";0.611111111111111;2.36111111111111;6766.15824769104;6766.15824769104;6622;6906;6592.42745781865;6674.22187857929
1154;"FIFO";0.611111111111111;2.45833333333333;6770.10758573979;6770.10758573979;6632;6910;6599.86510954632;6681.09685732794
1227;"FIFO";0.611111111111111;2.55555555555556;6773.93359799567;6773.93359799567;6636;6917;6607.11602413124;6687.90015811814
1300;"FIFO";0.611111111111111;2.65277777777778;6777.63607280945;6777.63607280945;6638;6912;6614.18294290523;6694.62818687413
1373;"FIFO";0.611111111111111;2.75;6781.21480528946;6781.21480528946;6641;6921;6621.06871086266;6701.27726099328
1446;"FIFO";0.611111111111111;2.84722222222222;6784.66959732062;6784.66959732062;6648;6925;6627.77623186954;6707.84365422218
1519;"FIFO";0.611111111111111;2.94444444444444;6788.00025758248;6788.00025758248;6649;6928;6634.30842470575;6714.32364069749
1592;"FIFO";0.611111111111111;3.04166666666667;6791.20660156713;6791.20660156713;6650;6930;6640.66818118685;6720.71353690595
1665;"FIFO";0.611111111111111;3.13888888888889;6794.28845159604;6794.28845159604;6652;6934;6646.85832736977;6727.00974055897
1738;"FIFO";0.611111111111111;3.23611111111111;6797.24563683661;6797.24563683661;6652;6939;6652.88158857819;6733.20876564597
1811;"FIFO";0.611111111111111;3.33333333333333;6800.07799331785;6800.07799331785;6660;6943;6658.74055871459;6739.30727319961
1884;"FIFO";0.611111111111111;3.43055555555556;6802.78536394559;6802.78536394559;6665;6942;6664.43767407705;6745.30209755467
1957;"FIFO";0.611111111111111;3.52777777777778;6805.36759851698;6805.36759851698;6668;6943;6669.97519168513;6751.19026809628
2030;"FIFO";0.611111111111111;3.625;6807.82455373439;6807.82455373439;6670;6948;6675.35517194829;6756.96902666405
2103;"FIFO";0.611111111111111;3.72222222222222;6810.15609321866;6810.15609321866;6668;6951;6680.57946538518;6762.63584090398
2176;"FIFO";0.611111111111111;3.81944444444444;6812.36208752171;6812.36208752171;6673;6956;6685.64970301984;6768.18841394139
2249;"FIFO";0.611111111111111;3.91666666666667;6814.44241413854;6814.44241413854;6674;6954;6690.56729003859;6773.62469079228
2322;"FIFO";0.611111111111111;4.01388888888889;6816.39695751853;6816.39695751853;6674;6956;6695.3334022785;6778.94286194061
2395;"FIFO";0.611111111111111;4.11111111111111;6818.22560907615;6818.22560907615;6677;6957;6699.94898513343;6784.14136449734
2468;"FIFO";0.611111111111111;4.20833333333333;6819.92826720107;6819.92826720107;6680;6961;6704.41475449294;6789.21888132425
2541;"FIFO";0.611111111111111;4.30555555555556;6821.50483726746;6821.50483726746;6680;6964;6708.73119937298;6794.17433846478
2614;"FIFO";0.611111111111111;4.40277777777778;6822.95523164288;6822.95523164288;6683;6963;6712.89858594545;6799.00690117418
2687;"FIFO";0.611111111111111;4.5;6824.27936969627;6824.27936969627;6682;6967;6716.91696272479;6803.71596879104
2760;"FIFO";0.611111111111111;4.59722222222222;6825.47717780558;6825.47717780558;6686;6966;6720.78616671956;6808.30116864212
2833;"FIFO";0.611111111111111;4.69444444444445;6826.54858936437;6826.54858936437;6686;6965;6724.50583040351;6812.76234912606
2906;"FIFO";0.611111111111111;4.79166666666667;6827.4935447882;6827.4935447882;6685;6969;6728.07538940258;6817.09957207977
2979;"FIFO";0.611111111111111;4.88888888888889;6828.31199152008;6828.31199152008;6689;6973;6731.49409082949;6821.31310449476
3052;"FIFO";0.611111111111111;4.98611111111111;6829.00388403524;6829.00388403524;6688;6970;6734.76100222835;6825.40340962294
3125;"FIFO";0.611111111111111;5.08333333333333;6829.56918384554;6829.56918384554;6687;6974;6737.87502111273;6829.37113748598
3198;"FIFO";0.611111111111111;5.18055555555556;6830.00785950285;6830.00785950285;6689;6975;6740.83488509868;6833.21711478928
3271;"FIFO";0.611111111111111;5.27777777777778;6830.31988660209;6830.31988660209;6687;6975;6743.63918264133;6836.94233422948
3344;"FIFO";0.611111111111111;5.375;6830.50524778345;6830.50524778345;6688;6973;6746.28636438886;6840.5479431839
3417;"FIFO";0.611111111111111;5.47222222222222;6830.563932734;6830.563932734;6689;6975;6748.77475516219;6844.03523177178
3490;"FIFO";0.611111111111111;5.56944444444445;6830.49593818866;6830.49593818866;6685;6972;6751.10256656173;6847.40562028729
3563;"FIFO";0.611111111111111;5.66666666666667;6830.30126793046;6830.30126793046;6688;6975;6753.26791018719;6850.6606460173
3636;"FIFO";0.611111111111111;5.76388888888889;6829.97993279026;6829.97993279026;6687;6974;6755.26881143938;6853.80194947582
3709;"FIFO";0.611111111111111;5.86111111111111;6829.53195064568;6829.53195064568;6687;6971;6757.10322385061;6856.8312601078
3782;"FIFO";0.611111111111111;5.95833333333333;6828.95734641949;6828.95734641949;6686;6972;6758.76904386735;6859.75038153904
3855;"FIFO";0.611111111111111;6.05555555555556;6828.25615207727;6828.25615207727;6684;6975;6760.26412598392;6862.56117647345
3928;"FIFO";0.611111111111111;6.15277777777778;6827.42840662443;6827.42840662443;6684;6973;6761.58629810184;6865.26555136265
4001;"FIFO";0.611111111111111;6.25;6826.47415610267;6826.47415610267;6681;6970;6762.73337696769;6867.86544099543
4074;"FIFO";0.611111111111111;6.34722222222222;6825.39345358563;6825.39345358563;6680;6971;6763.70318352324;6870.36279317326
4147;"FIFO";0.611111111111111;6.44444444444445;6824.18635917399;6824.18635917399;6680;6971;6764.49355798763;6872.75955365183
4220;"FIFO";0.611111111111111;6.54166666666667;6822.85293998992;6822.85293998992;6679;6969;6765.10237448291;6875.05765153751
4293;"FIFO";0.611111111111111;6.63888888888889;6821.39327017087;6821.39327017087;6676;6970;6765.52755501288;6877.25898532887
4366;"FIFO";0.611111111111111;6.73611111111111;6819.80743086266;6819.80743086266;6671;6968;6765.76708260992;6879.36540978808
4439;"FIFO";0.611111111111111;6.83333333333333;6818.09551021197;6818.09551021197;6674;6967;6765.81901347792;6881.37872381511
4512;"FIFO";0.611111111111111;6.93055555555556;6816.25760335821;6816.25760335821;6668;6963;6765.68148797711;6883.30065947722
4585;"FIFO";0.611111111111111;7.02777777777778;6814.29381242465;6814.29381242465;6669;6964;6765.35274032379;6885.13287232298
4658;"FIFO";0.611111111111111;7.125;6812.20424650904;6812.20424650904;6660;6962;6764.83110690525;6886.8769330782
4731;"FIFO";0.611111111111111;7.22222222222222;6809.98902167343;6809.98902167343;6659;6958;6764.11503314563;6888.53432078996
4804;"FIFO";0.611111111111111;7.31944444444445;6807.64826093347;6807.64826093347;6658;6960;6763.20307889133;6890.10641744884
4877;"FIFO";0.611111111111111;7.41666666666667;6805.18209424702;6805.18209424702;6655;6956;6762.09392232031;6891.59450408556
4950;"FIFO";0.611111111111111;7.51388888888889;6802.59065850212;6802.59065850212;6652;6953;6760.78636241249;6892.99975830495
5023;"FIFO";0.611111111111111;7.61111111111111;6799.87409750431;6799.87409750431;6646;6954;6759.27932004818;6894.32325318979
5096;"FIFO";0.611111111111111;7.70833333333333;6797.03256196335;6797.03256196335;6642;6949;6757.57183782787;6895.56595748163
5169;"FIFO";0.611111111111111;7.80555555555556;6794.06620947933;6794.06620947933;6642;6948;6755.66307872776;6896.72873692425
5242;"FIFO";0.611111111111111;7.90277777777778;6790.97520452795;6790.97520452795;6633;6947;6753.55232372052;6897.81235663977
5315;"FIFO";0.611111111111111;8;6787.75971844556;6787.75971844556;6634;6944;6751.2389685016;6898.81748439769
60;"FIFO";0.638888888888889;1;6698.46821340745;6698.46821340745;6555;6842;6464.85237955969;6570.3350639321
133;"FIFO";0.638888888888889;1.09722222222222;6704.13121045525;6704.13121045525;6559;6850;6475.06379674961;6577.97491936101
206;"FIFO";0.638888888888889;1.19444444444444;6709.67455587739;6709.67455587739;6566;6853;6485.0772057797;6585.56799520139
279;"FIFO";0.638888888888889;1.29166666666667;6715.09794504177;6715.09794504177;6571;6857;6494.89161333216;6593.11422878571
352;"FIFO";0.638888888888889;1.38888888888889;6720.40107974393;6720.40107974393;6582;6864;6504.50624667699;6600.61335064697
425;"FIFO";0.638888888888889;1.48611111111111;6725.58366823454;6725.58366823454;6583;6868;6513.92057917377;6608.0648591212
498;"FIFO";0.638888888888889;1.58333333333333;6730.6454252461;6730.6454252461;6592;6873;6523.13435353733;6615.46799718456
571;"FIFO";0.638888888888889;1.68055555555556;6735.58607201909;6735.58607201909;6596;6876;6532.14760168563;6622.82173270746
644;"FIFO";0.638888888888889;1.77777777777778;6740.40533632755;6740.40533632755;6599;6882;6540.96065999122;6630.12474330297
717;"FIFO";0.638888888888889;1.875;6745.10295250413;6745.10295250413;6603;6886;6549.57417884995;6637.37540685742
790;"FIFO";0.638888888888889;1.97222222222222;6749.67866146442;6749.67866146442;6609;6890;6557.98912566281;6644.57179864607
863;"FIFO";0.638888888888889;2.06944444444444;6754.13221073082;6754.13221073082;6614;6893;6566.20678059771;6651.71169566753
936;"FIFO";0.638888888888889;2.16666666666667;6758.46335445577;6758.46335445577;6620;6900;6574.22872483892;6658.79258848934
1009;"FIFO";0.638888888888889;2.26388888888889;6762.67185344434;6762.67185344434;6622;6902;6582.05682141512;6665.81170051322
1082;"FIFO";0.638888888888889;2.36111111111111;6766.75747517618;6766.75747517618;6627;6910;6589.69318909036;6672.76601417638
1155;"FIFO";0.638888888888889;2.45833333333333;6770.71999382709;6770.71999382709;6631;6911;6597.1401701656;6679.65230324062
1228;"FIFO";0.638888888888889;2.55555555555556;6774.55919028969;6774.55919028969;6636;6914;6604.40029334019;6686.46717001989
1301;"FIFO";0.638888888888889;2.65277777777778;6778.27485219364;6778.27485219364;6640;6919;6611.4762329952;6693.20708618507
1374;"FIFO";0.638888888888889;2.75;6781.86677392526;6781.86677392526;6644;6921;6618.37076636744;6699.86843567601
1447;"FIFO";0.638888888888889;2.84722222222222;6785.33475664647;6785.33475664647;6644;6926;6625.08673008518;6706.4475582508
1520;"FIFO";0.638888888888889;2.94444444444444;6788.67860831309;6788.67860831309;6649;6925;6631.62697744046;6712.94079229688
1593;"FIFO";0.638888888888889;3.04166666666667;6791.89814369267;6791.89814369267;6652;6932;6637.99433759962;6719.34451570236
1666;"FIFO";0.638888888888889;3.13888888888889;6794.99318438145;6794.99318438145;6649;6936;6644.19157772781;6725.65518381194
1739;"FIFO";0.638888888888889;3.23611111111111;6797.96355882098;6797.96355882098;6657;6939;6650.22136875014;6731.86936374447
1812;"FIFO";0.638888888888889;3.33333333333333;6800.80910231385;6800.80910231385;6660;6944;6656.08625521748;6737.9837646049
1885;"FIFO";0.638888888888889;3.43055555555556;6803.52965703903;6803.52965703903;6664;6943;6661.78862950661;6743.99526335946
1958;"FIFO";0.638888888888889;3.52777777777778;6806.1250720663;6806.1250720663;6665;6946;6667.33071038004;6749.90092635049
2031;"FIFO";0.638888888888889;3.625;6808.59520337035;6808.59520337035;6669;6950;6672.71452576335;6755.69802659157
2104;"FIFO";0.638888888888889;3.72222222222222;6810.93991384404;6810.93991384404;6672;6952;6677.94189947601;6761.38405710806
2177;"FIFO";0.638888888888889;3.81944444444444;6813.1590733111;6813.1590733111;6672;6954;6683.01444156819;6766.95674066955
2250;"FIFO";0.638888888888889;3.91666666666667;6815.25255853812;6815.25255853812;6674;6959;6687.93354187201;6772.41403630702
2323;"FIFO";0.638888888888889;4.01388888888889;6817.22025324606;6817.22025324606;6677;6956;6692.70036635949;6777.75414302078
2396;"FIFO";0.638888888888889;4.11111111111111;6819.06204812092;6819.06204812092;6679;6961;6697.3158559104;6782.97550107777
2469;"FIFO";0.638888888888889;4.20833333333333;6820.77784082387;6820.77784082387;6678;6960;6701.78072711854;6788.07679126824
2542;"FIFO";0.638888888888889;4.30555555555556;6822.36753600081;6822.36753600081;6681;6964;6706.09547480435;6793.0569324547
2615;"FIFO";0.638888888888889;4.40277777777778;6823.83104529113;6823.83104529113;6685;6966;6710.26037594614;6797.9150777006
2688;"FIFO";0.638888888888889;4.5;6825.16828733587;6825.16828733587;6685;6967;6714.27549478974;6802.65060921899
2761;"FIFO";0.638888888888889;4.59722222222222;6826.37918778535;6826.37918778535;6686;6968;6718.14068894289;6807.26313233457
2834;"FIFO";0.638888888888889;4.69444444444445;6827.46367930597;6827.46367930597;6684;6969;6721.85561630517;6811.75246860874
2907;"FIFO";0.638888888888889;4.79166666666667;6828.42170158649;6828.42170158649;6686;6970;6725.41974272333;6816.11864823781
